T..Majority.protein.IDs	DomA_c_1_mean	DomA_c_2_mean	DomA_c_3_mean	DomB_c_1_mean	DomB_c_2_mean	DomB_c_3_mean	CTRL_c_1_mean	CTRL_c_2_mean	CTRL_c_3_mean
P48612	27.42333333	28.2814	27.8808	28.23846667	28.60656667	28.3701	28.2928	28.3634	27.96663333
P48809	31.9026	31.95043333	31.8766	32.0234	31.9256	31.69563333	31.91966667	32.2791	32.39233333
P48810	29.63006667	28.9149	29.8487	29.46233333	29.76843333	29.13393333	29.88746667	29.8886	30.1597
P49028	27.0926	26.17983333	26.54603333	27.1951	27.35456667	26.68886667	27.04633333	26.59486667	26.6651
P49071	25.66033333	24.49653333	25.86823333	24.88553333	24.989	26.10756667	25.73163333	25.2712	24.37303333
P49283	26.8893	27.3735	27.28823333	26.53096667	26.5293	27.38613333	26.69226667	27.45696667	27.32453333
P49630	32.5256	31.8034	33.53876667	31.96586667	33.09433333	32.65776667	32.38073333	32.7451	33.16743333
P49657	26.19106667	25.8321	25.52833333	26.2349	26.1415	27.31403333	27.37263333	27.33136667	27.48883333
P49735	26.19046667	25.24226667	25.6227	26.36736667	25.93886667	26.1578	26.56173333	26.81516667	26.14926667
P49762	29.14003333	29.65463333	29.6972	29.40133333	29.0253	28.77976667	29.1656	29.5746	29.97783333
P49846	29.0143	28.94833333	28.3479	28.59746667	28.45363333	28.41686667	28.42113333	28.598	28.34796667
P49847	30.12376667	29.87046667	29.21553333	29.63726667	29.52856667	29.24326667	29.6544	29.77216667	29.58676667
P49866	24.98303333	26.7761	23.96486667	26.2479	23.7161	25.58923333	25.63533333	23.74306667	24.45933333
P50534	27.46156667	26.49603333	27.88506667	26.33676667	26.58346667	26.51613333	25.70716667	25.12256667	24.97826667
P50535	28.01353333	28.4898	28.3221	28.33626667	27.6895	27.54793333	28.0812	27.15753333	26.97923333
P50536	27.01556667	27.51153333	27.41156667	27.37633333	26.88653333	26.6309	27.30306667	26.30306667	26.07393333
P50882	33.07906667	33.001	33.75056667	33.0003	33.43956667	33.12373333	33.0521	33.5212	33.6841
P50887	32.5063	32.16593333	33.56806667	32.24313333	33.20963333	32.4512	32.0469	31.90833333	32.6054
P51023	26.00446667	25.7032	25.8213	25.66193333	25.4549	25.8179	25.79006667	25.8078	26.02473333
P51123	30.4717	30.39563333	29.5897	29.9743	29.85383333	29.7131	30.09996667	30.06906667	30.09
P51140	23.53853333	23.97056667	24.30243333	24.16986667	24.17033333	24.49703333	23.87096667	23.98203333	23.77756667
P51406	27.15303333	26.80486667	26.92843333	27.10473333	26.98143333	26.8812	27.22276667	27.7458	27.83956667
P51592	24.46273333	24.00693333	24.03663333	23.57633333	23.6911	23.66023333	25.16453333	24.09363333	23.51976667
P52029	25.30343333	25.22376667	25.45426667	23.25293333	23.10063333	25.69953333	23.93266667	24.52983333	24.23033333
P52168	29.275	29.2571	29.33	29.08926667	29.07983333	28.88873333	28.702	28.6294	28.42313333
P52172	30.09356667	30.49143333	29.9056	29.91473333	28.82846667	29.6792	29.80696667	29.50216667	29.38383333
P52295	30.4126	30.58623333	30.84073333	30.68123333	30.69796667	30.81936667	30.61216667	30.7173	30.4422
P52304	32.13773333	31.9219	31.92006667	31.9224	31.89416667	31.8213	31.73586667	31.70016667	30.80333333
P52656	25.5559	25.14456667	24.3021	25.14083333	25.1833	25.3124	24.91006667	25.49816667	25.55186667
P53034	30.294	30.12916667	30.27343333	30.41013333	29.9221	29.94906667	29.551	29.84286667	29.91743333
P53624	26.43193333	24.8072	26.73436667	25.10133333	26.79143333	27.3196	26.18903333	26.69953333	25.55763333
P54350	34.2881	34.64393333	33.3924	34.61343333	33.9334	33.3908	34.5404	34.21443333	34.1612
P54351	31.19596667	30.6769	31.9177	30.63933333	31.95616667	30.8089	30.71966667	31.06036667	31.44993333
P54353	27.92253333	27.91223333	27.03606667	27.26063333	26.66113333	28.2727	27.58266667	27.46206667	26.75986667
P54357	30.034	30.0559	30.7955	29.22876667	31.0938	30.00596667	30.3445	29.4501	30.44456667
P54358	24.21416667	23.65196667	24.1584	24.68106667	23.889	24.09303333	25.95146667	26.8557	25.90503333
P54359	25.80116667	24.82453333	26.06256667	24.8261	24.37976667	26.04383333	26.53746667	24.94986667	23.68273333
P54367	29.72133333	29.94523333	29.9865	30.181	29.85226667	29.79876667	29.61863333	30.36036667	30.01793333
P54385	27.54463333	28.43903333	28.20723333	27.74243333	27.9579	27.96773333	28.94876667	29.3684	29.62906667
P54397	34.268	33.22693333	34.44826667	33.87833333	34.25906667	34.18353333	33.93013333	34.51163333	34.4086
P54399	30.67946667	30.032	30.4309	30.15023333	30.90123333	31.67786667	30.99536667	31.0405	30.08073333
P54611	28.48363333	28.09696667	28.30823333	28.02353333	28.24676667	28.6852	28.95453333	28.8182	28.41853333
P54623	26.54153333	26.71046667	26.48413333	26.4733	26.14126667	26.229	26.7569	26.90593333	27.03643333
P55035	30.67963333	30.49356667	30.8808	30.29253333	30.6888	30.77716667	30.51946667	31.1396	30.9408
P55162	27.2134	27.39726667	27.0747	27.15916667	27.20743333	28.22426667	27.7823	27.32566667	27.0109
P55828	32.79673333	32.74906667	33.16886667	32.7117	32.81076667	32.78046667	32.5281	32.8015	33.168
P55830	34.11126667	34.11116667	34.5567	34.01553333	34.37123333	34.08703333	33.76823333	34.03726667	34.4352
P55841	32.7449	32.51646667	34.00363333	32.5205	33.48356667	32.8861	32.79693333	33.05683333	33.5315
P55935	32.5623	32.45456667	33.10913333	32.44926667	32.75236667	32.41866667	32.37513333	32.3247	32.58503333
P56175	28.36093333	28.0897	28.4191	28.26726667	28.39813333	28.44873333	28.39136667	29.26793333	29.04263333
P56538	29.38596667	29.17493333	30.26226667	29.23106667	29.24803333	29.38473333	29.3447	30.05763333	30.35716667
P61209	28.5227	27.74876667	28.12896667	28.52516667	28.0313	28.99136667	28.274	27.96793333	27.54603333
P61851	24.90166667	24.5622	25.87383333	24.07303333	26.0872	25.2403	24.8129	23.6046	25.1
P62152	29.02616667	29.41086667	29.5457	28.5019	29.71423333	28.9304	28.9377	28.47986667	28.34846667
P80455	30.32943333	30.27956667	30.3582	30.55823333	30.54223333	30.37736667	30.17463333	30.4615	30.59583333
P81928	26.41436667	26.22166667	26.53993333	26.47053333	26.7088	26.49263333	26.07896667	26.29023333	25.7634
P82295	28.2058	27.98943333	27.45873333	27.24653333	23.83796667	28.36566667	28.0326	26.94196667	25.46193333
P82712	24.1836	24.66496667	25.19893333	25.26206667	25.45663333	25.98503333	25.5012	26.83806667	26.0736
P82804	26.78763333	27.24393333	24.97046667	26.35103333	24.01573333	27.12976667	26.64106667	26.8273	26.6171
P83094	31.93206667	32.70663333	30.5274	31.88503333	30.32173333	31.81376667	31.776	32.2974	32.08493333
P83097	26.24623333	24.51533333	25.61163333	24.9372	25.12773333	26.2021	24.28683333	24.95356667	24.03033333
P84040	33.1794	29.85433333	33.09846667	31.32353333	33.31773333	33.3124	33.57253333	33.5329	32.6069
Q4AB57;P84051	28.94473333	24.1352	26.91233333	27.11546667	29.20466667	28.4121	29.85226667	28.84333333	29.3015
P91622	25.65893333	26.1135	26.32286667	25.91856667	26.09583333	26.36866667	25.71196667	26.17356667	25.98813333
P91641	25.18946667	25.2184	24.37126667	24.1321	24.05613333	24.62413333	25.8028	25.96296667	26.09556667
P91679	24.3606	25.1117	30.9918	23.623	24.22006667	23.80846667	31.24843333	31.44633333	30.85343333
P91875	30.52996667	30.2692	30.43276667	30.42386667	30.20546667	30.3119	30.61146667	31.07593333	30.8274
P91926	30.4048	30.69093333	30.57396667	30.69413333	30.69293333	30.45313333	30.8077	30.11066667	30.30026667
P91927	24.81853333	24.18076667	24.1136	23.97043333	24.12736667	23.75753333	24.88863333	23.9685	24.01883333
P91928	31.09163333	31.0341	31.1113	31.01786667	31.179	30.94093333	31.0211	31.2737	31.45496667
P91929	25.62896667	25.218	26.11353333	24.00193333	25.27733333	25.78246667	26.53423333	26.3123	26.5809
P92177	30.14166667	29.7752	29.93203333	29.4056	29.26583333	30.2353	29.81683333	29.5957	28.63236667
P92208	23.43786667	28.116	28.9567	26.53973333	28.2577	28.92753333	28.48563333	27.9984	24.14323333
P98081	26.3824	26.46326667	26.43156667	26.40983333	26.50713333	26.36833333	26.31503333	26.10143333	26.43163333
Q00168	24.62656667	25.61606667	24.46083333	25.73346667	25.2216	25.61143333	24.9002	24.71016667	25.78836667
Q00174	29.5922	29.2734	29.7448	29.13783333	28.66966667	29.75036667	29.3653	28.8204	28.2839
Q00805	24.3606	23.73996667	24.69196667	23.7027	23.47193333	24.81236667	25.95536667	24.20116667	23.61353333
Q00963	32.94666667	33.50996667	32.2901	33.11913333	34.06143333	31.94583333	33.04843333	32.33933333	32.61496667
Q01604	28.3766	28.02096667	28.31253333	27.5748	26.91543333	28.55366667	28.3229	27.85706667	27.16693333
Q01989	29.21036667	27.67276667	29.51676667	27.5484	30.22166667	29.4343	28.5412	28.54713333	29.1994
Q02427	32.94106667	33.1211	33.63793333	33.3022	33.02156667	32.47643333	32.7734	33.05776667	33.48483333
Q02645	31.82246667	32.19666667	32.1202	32.1389	32.87646667	32.14006667	31.94126667	32.32023333	32.4473
Q02748	29.35513333	29.4141	30.10493333	29.51366667	30.08793333	30.26296667	29.86583333	30.34446667	30.17236667
Q02870	29.12773333	29.15133333	29.11536667	29.3541	29.01596667	28.80556667	28.82233333	29.0936	29.16776667
Q02926	27.60493333	27.8465	27.37383333	28.08543333	27.79073333	27.82203333	27.7543	28.04913333	28.0878
Q03334	30.1337	29.98106667	30.40153333	30.02456667	30.16503333	30.1438	30.17966667	29.74946667	30.15296667
Q03751	26.32856667	25.42563333	25.108	24.95583333	23.71873333	26.83363333	25.23993333	25.0397	23.65673333
Q04047	30.19653333	29.21643333	30.36883333	29.2333	30.43286667	30.0895	30.41586667	30.72986667	30.15476667
Q04499	26.57163333	26.97866667	26.3888	26.34346667	27.74943333	27.35573333	26.08486667	26.85233333	26.37436667
Q04688	26.197	26.5764	25.80983333	26.2615	25.49003333	26.2381	25.8825	25.53243333	25.53733333
Q05192	23.9489	23.9669	24.278	24.12363333	24.10513333	23.4862	23.47773333	24.29986667	23.90006667
Q05344	31.69856667	31.2405	31.45476667	31.13926667	31.51066667	31.29183333	31.72053333	31.9568	31.7949
Q05783	24.06246667	24.39936667	24.34806667	23.97753333	23.75873333	23.72183333	26.42066667	23.66106667	24.37696667
Q05825	33.87296667	33.85146667	34.71476667	33.84203333	33.78876667	34.41133333	34.0432	34.93536667	35.19253333
Q05856	27.0625	27.05426667	26.87923333	27.71686667	27.41916667	27.44846667	27.8051	27.22683333	26.98453333
Q059A4	25.83393333	25.51293333	25.74383333	25.86833333	26.14973333	25.85513333	25.59576667	25.56853333	25.91783333
Q06003	26.3148	23.4773	24.08793333	24.31383333	23.71973333	25.5548	24.18683333	24.5074	23.85406667
Q06559	33.90183333	33.9865	34.39886667	33.75173333	34.15123333	33.75746667	33.59503333	33.83003333	34.08976667
Q07171	25.4367	25.72946667	26.18293333	25.20223333	25.60976667	26.16056667	25.93393333	24.13913333	26.20956667
Q07327	31.54823333	31.32606667	32.025	31.0381	31.4767	31.75336667	31.0861	31.3578	31.05423333
Q07436	23.49873333	23.38996667	23.99	25.422	23.05306667	23.65816667	24.07126667	24.94526667	24.91493333
Q07886	26.9608	27.41433333	27.5654	27.3878	26.9442	27.16456667	27.21443333	27.7654	28.4464
Q07DP5	31.29813333	30.27893333	30.78153333	30.44003333	31.20203333	30.58266667	30.82463333	30.89953333	30.73193333
Q08473	33.04143333	33.05283333	33.56286667	33.50706667	33.731	33.1167	33.40663333	33.33116667	33.68913333
Q08605	24.9178	24.59763333	25.32523333	24.12826667	24.8114	25.6172	25.53716667	24.26706667	24.15466667
Q09024	28.79113333	27.49906667	27.52276667	27.09246667	26.76516667	27.897	27.09093333	27.40896667	24.74436667
Q09332	28.044	26.75836667	25.79156667	26.5798	26.32026667	27.9958	27.49893333	26.43226667	25.756
Q0E8E1	26.82856667	25.6516	26.625	25.77516667	26.52443333	26.4416	26.2165	26.3396	25.32346667
Q0E8E8	31.25493333	31.06836667	31.32836667	31.03953333	31.2219	30.90403333	30.98523333	31.09663333	31.3614
Q0E8F2	28.40423333	28.23146667	28.86026667	27.64	28.95093333	28.28406667	28.1004	28.89413333	28.80633333
Q0E8G6	29.03303333	28.69773333	29.21316667	28.9978	29.4325	28.63646667	29.01796667	29.03206667	29.1284
Q0E8H9	23.97556667	23.67233333	23.9368	24.29723333	23.6359	24.84836667	23.8713	23.72816667	23.79466667
Q0E8J0	28.74116667	28.47716667	28.88823333	28.4807	28.94086667	28.75726667	28.34933333	28.5999	28.50143333
Q0E8N3	27.30026667	26.4662	26.2477	26.28916667	26.3907	27.61476667	26.752	26.41073333	25.34636667
Q0E8Q7	27.598	27.46876667	27.69986667	27.30746667	26.67723333	27.97386667	27.3942	27.18526667	26.80856667
Q0E8R1	25.17753333	23.63166667	24.91283333	24.1195	23.67326667	27.3575	23.70423333	24.09196667	24.11963333
Q0E8S7	26.78186667	26.29866667	25.9633	26.3835	26.17513333	26.85636667	27.06273333	27.37403333	26.94656667
Q0E931	27.8462	28.2959	27.9436	28.18976667	29.1652	28.0157	27.9198	28.22636667	28.54336667
Q0E940	28.35713333	28.61026667	29.14723333	28.7714	30.20773333	29.64026667	29.49136667	29.6828	29.5841
Q0E949	25.7657	27.13663333	25.86686667	26.8854	24.48553333	26.06873333	26.5105	26.68673333	26.4633
Q0E961	28.88903333	28.33283333	28.4333	27.90516667	26.27516667	29.3048	28.43143333	27.92013333	27.49443333
Q0E980	29.77836667	29.58566667	29.36623333	28.9653	29.05276667	29.9149	29.36813333	28.9232	28.7837
Q0E9B6	33.40246667	33.45986667	34.0549	33.49786667	34.0738	33.3729	33.15743333	33.1995	33.57686667
Q0E9E2	29.67803333	28.61603333	29.5143	28.79886667	31.3388	30.59656667	28.6745	30.1309	29.8113
Q0IGP7	27.7011	27.7987	28.78323333	27.89476667	27.6703	27.61063333	27.41216667	28.1527	28.35776667
Q0KHQ1	27.63693333	27.8753	27.81093333	28.23523333	28.04763333	28.10026667	27.92223333	28.20446667	28.4793
Q0KHQ5	28.09006667	27.58243333	27.81846667	27.19623333	27.01056667	27.6978	27.63213333	27.0809	27.16676667
Q0KHR3	27.27993333	28.7991	26.87463333	28.1262	27.98716667	28.3218	28.26553333	28.04806667	27.83423333
Q0KHS0	23.4403	23.87943333	24.40886667	23.54436667	24.1987	24.6393	24.17776667	24.13433333	24.37143333
Q0KHU5	27.18046667	26.8225	27.5673	27.38676667	27.7183	27.94366667	27.91726667	28.45366667	28.12096667
Q0KHX7	26.87296667	26.76486667	27.07156667	26.53733333	26.64606667	27.2485	27.05496667	27.05656667	26.98513333
Q0KHZ6	25.6482	26.20033333	25.66446667	24.8696	25.68586667	26.81153333	26.76043333	28.08523333	28.53376667
Q0KI81	27.6283	26.502	27.3588	26.2065	25.4643	27.58263333	27.2833	26.19573333	25.80363333
Q0KI98	26.81443333	26.13933333	26.56113333	25.94756667	26.4905	27.22573333	26.88443333	26.85916667	25.81276667
Q0KIC3	27.53926667	27.83503333	26.06843333	27.46906667	26.72466667	27.60396667	27.37363333	27.37383333	27.11683333
Q0KIE7	29.09413333	28.83746667	28.34843333	28.55473333	29.26693333	28.3789	28.91136667	28.7116	29.46893333
Q107I8	25.359	25.24556667	24.7692	25.2151	25.6258	24.62086667	25.32216667	25.3987	25.3111
Q11002	24.57276667	24.02313333	25.94123333	23.81816667	25.4812	26.38943333	25.6111	26.1763	24.9735
Q1LZ08	27.1604	27.11676667	26.2181	27.23066667	25.8294	27.236	27.13273333	26.86036667	26.1672
Q1LZ24	26.05333333	25.6654	25.78086667	25.79353333	25.47556667	25.73186667	26.00623333	26.12073333	26.16483333
Q23972	27.77343333	28.2214	27.73986667	28.1702	28.5552	27.55603333	28.36386667	28.332	28.72503333
Q23978	34.63603333	33.86226667	34.00133333	33.71743333	34.68253333	34.24793333	34.34806667	34.71173333	34.27006667
Q23979	29.7969	28.94903333	29.5841	28.16886667	29.6695	30.17026667	29.02423333	29.2703	28.90533333
Q23983	28.07156667	27.37763333	27.71623333	27.00366667	26.13616667	28.4951	28.0015	27.17023333	25.36576667
Q23985	25.12556667	25.18796667	25.36503333	25.1368	25.31336667	25.17423333	25.2005	25.61613333	25.5447
Q24044	26.74663333	27.1814	26.59566667	26.90363333	27.1177	26.76143333	26.87246667	26.3599	26.62806667
Q24046	24.04243333	23.85783333	23.60543333	23.6271	25.55406667	24.06446667	23.7071	24.20526667	23.86103333
Q24090	29.22546667	29.61853333	29.1034	29.60416667	29.09426667	29.10276667	29.29376667	29.3938	29.14063333
Q24114	25.7696	24.2531	24.329	24.2392	23.7436	24.88766667	24.7364	24.25776667	24.18066667
Q24117	23.69326667	24.3871	25.03023333	23.81046667	24.80643333	24.29776667	24.5675	24.80733333	24.22273333
Q24133	29.6187	29.51573333	29.52133333	28.86273333	29.52446667	29.3802	29.84686667	29.73406667	29.5656
Q24134	26.8592	27.3535	27.22466667	27.6598	26.54436667	27.01513333	27.07026667	27.2178	26.9339
Q24141	25.42616667	26.4367	24.65476667	25.8895	24.7373	24.7893	25.38906667	24.99056667	24.5779
Q24145	27.1089	27.12253333	26.83256667	26.54353333	26.33393333	28.23406667	27.2619	26.87913333	24.43023333
Q24151	25.5159	25.32443333	26.50566667	23.60716667	24.69543333	26.1207	26.36003333	25.6851	25.36156667
Q24154	24.51096667	25.26743333	24.4687	24.522	24.64223333	24.1738	25.83	25.02203333	24.83193333
Q24157	26.1145	25.056	26.3134	25.74463333	25.721	25.90896667	25.8748	26.55676667	25.0502
Q24168	27.2217	27.35173333	27.1643	27.5217	27.24603333	27.2693	27.303	27.53186667	27.54573333
Q24169	26.9596	26.97343333	26.86603333	27.28396667	26.9115	26.7372	27.06326667	26.93936667	27.10696667
Q24175	25.47463333	24.9885	24.7639	24.6756	23.69663333	25.85503333	24.97483333	25.04463333	24.9621
Q24179	29.48046667	29.00956667	29.5568	29.13106667	29.52806667	29.1415	28.97076667	29.2132	29.4469
Q24180	26.38296667	26.27543333	25.576	25.99356667	25.40153333	25.87893333	26.2486	25.8241	25.11496667
Q24186;Q9VFE4	28.53673333	28.34363333	28.60303333	28.10203333	28.26456667	28.25613333	28.89453333	28.62636667	28.7344
Q24192	29.815	30.10306667	30.23623333	29.96613333	29.55046667	30.33656667	29.67363333	29.6333	29.16393333
Q24246;Q7KWG3;Q9W5W4;Q8IRZ3;T2FGB0	27.11043333	26.45396667	27.17236667	26.07563333	26.991	27.4381	27.21446667	27.2526	26.8931
Q24251	28.88833333	28.77346667	28.51693333	28.78486667	28.43516667	28.51856667	29.6673	28.9193	29.1121
Q24253	28.61883333	28.54413333	28.51936667	28.6103	28.38163333	28.65823333	28.71886667	28.04076667	27.98686667
Q24276	26.19793333	26.26533333	26.35123333	25.57946667	24.18983333	27.00353333	26.57496667	26.16313333	25.7133
Q24297	25.00553333	24.24686667	24.8697	25.68716667	25.328	24.9786	25.51516667	23.98976667	24.6324
Q24307	26.24603333	26.292	25.50683333	26.15133333	24.3654	26.67306667	26.15143333	25.42246667	25.7901
Q24314	24.09613333	23.99593333	24.15966667	23.68366667	23.7122	24.105	23.64923333	24.02203333	24.27226667
Q24318	27.95816667	27.93486667	27.60273333	27.8245	27.49733333	27.7523	27.6994	27.8857	27.7795
Q24319	32.5519	31.52673333	32.2637	31.67143333	32.25766667	32.08956667	32.2647	32.48926667	31.94116667
Q24323	27.16096667	25.5642	26.53733333	25.29433333	24.89606667	27.52496667	26.02313333	25.1851	23.4413
Q24325	27.68096667	27.74313333	27.03813333	27.62793333	27.03826667	27.1093	27.3423	27.4964	27.44816667
Q24338	25.68296667	25.23996667	24.15753333	25.4805	24.22286667	25.48936667	23.96736667	24.97716667	25.1092
Q24368	32.02633333	32.0742	31.83903333	32.164	31.7622	31.89803333	31.7712	31.98996667	31.84736667
Q24372	26.0949	24.09193333	24.48686667	24.77703333	24.0166	26.29096667	24.0472	25.64286667	24.53103333
Q24407	24.1791	23.8429	23.78636667	24.44613333	23.9757	23.9641	26.2071	23.9009	25.0754
Q24439	25.6592	24.64296667	25.57116667	25.8681	25.79343333	25.3233	27.79546667	25.54003333	26.4689
Q24459	26.60166667	26.412	26.15213333	26.46023333	24.8721	26.3926	26.55223333	26.33946667	26.6106
Q24472	28.2086	27.83263333	27.78163333	28.09203333	27.7208	28.0603	27.69966667	28.11323333	27.93463333
Q24478	30.81006667	30.48256667	30.7191	30.7916	30.409	30.81876667	30.16956667	30.4847	30.28656667
Q24491	25.51926667	26.17993333	25.9113	26.0202	25.85123333	25.36426667	25.8778	25.56876667	25.77396667
Q24492	27.55023333	24.83736667	26.783	25.06133333	27.1111	27.13933333	27.82873333	27.21456667	26.77266667
Q24547	27.7512	27.4136	28.44716667	26.70423333	26.3179	27.99856667	27.01823333	27.46886667	25.89633333
Q24560;P61857	36.18213333	35.8467	36.093	35.9452	36.3571	35.85306667	35.77426667	36.11606667	35.24716667
Q24562	28.9116	29.21956667	28.85063333	29.07306667	29.53153333	28.61343333	29.74346667	29.983	30.11836667
Q24572	30.53743333	30.82976667	30.162	30.77286667	30.0541	30.46883333	30.4253	30.32526667	30.25856667
Q24583	24.27163333	23.5062	23.80813333	24.36076667	23.5184	24.19096667	25.24083333	25.5466	24.10876667
Q24592	25.76323333	26.19713333	25.8642	25.89596667	25.47993333	26.7448	25.98596667	25.1811	24.8579
Q24595	26.7006	26.30243333	26.4873	26.79356667	26.23956667	26.06146667	26.436	26.49816667	26.88166667
Q26365	36.30553333	36.36003333	36.74696667	36.3836	36.6285	36.2343	36.159	36.35693333	36.62776667
Q26454	27.31573333	27.55366667	27.6262	27.77926667	27.2324	27.67583333	27.9377	28.23263333	27.76526667
Q27237	29.5756	29.41536667	29.69686667	29.66033333	29.05706667	29.37183333	29.54073333	29.76183333	29.85576667
Q27268	29.7333	30.15706667	30.05033333	30.68383333	30.31733333	29.99603333	30.34406667	29.98726667	29.66646667
Q27272	28.0057	28.38633333	27.43403333	28.2029	27.4701	27.4244	27.80516667	27.95036667	27.882
Q27294	24.89446667	24.89473333	24.1223	23.79683333	23.71823333	24.25946667	25.53226667	24.30473333	25.2449
Q27331	29.91823333	28.82383333	29.7438	28.65423333	29.2969	30.7647	29.6517	31.38943333	30.22253333
Q27333	28.48543333	28.40333333	28.82906667	28.5421	27.68266667	28.0805	28.05786667	28.54076667	28.4646
Q27367	24.2695	24.18353333	24.70146667	24.16396667	24.08903333	25.1191	25.28303333	23.95666667	24.55483333
Q27368	27.11416667	26.66446667	26.30816667	27.0197	26.27073333	26.77593333	26.317	26.55686667	26.48656667
Q27415	23.58373333	24.1694	24.3034	23.25983333	23.677	24.42506667	26.2051	26.1877	25.483
Q27580	25.36943333	24.90553333	25.70666667	24.58996667	25.26033333	25.55356667	25.02383333	25.18733333	24.4094
Q27597	28.29406667	27.28616667	27.89203333	27.2483	27.6051	28.56166667	28.2878	28.9049	28.7443
Q27601	26.84033333	26.72326667	26.01636667	26.45676667	26.2332	26.59696667	26.28416667	26.5283	26.02916667
Q29QQ9	25.91006667	26.61723333	26.46453333	26.639	26.98133333	26.38713333	26.7034	26.88646667	26.4835
Q29R10	27.41676667	27.1214	27.4575	26.78846667	26.7666	26.70776667	26.45043333	26.48086667	26.67923333
Q2MGN0	27.6649	27.9272	25.68136667	27.33536667	24.64076667	26.8245	26.9071	26.9142	27.19896667
Q2PDT4	24.84476667	24.74586667	24.7624	24.01093333	23.78716667	25.00593333	25.32023333	24.00193333	24.14876667
Q2PDW6	23.8405	24.81806667	24.40866667	24.94106667	24.69746667	24.1916	24.52286667	24.37153333	24.24053333
Q3YMU0	31.80913333	31.3138	31.43773333	31.38353333	32.14036667	32.72856667	32.1327	32.11233333	30.83873333
Q400N2	28.8359	28.6857	27.767	28.43336667	28.5113	28.13976667	28.02996667	28.2381	27.863
Q45VV3	26.8915	26.53616667	25.12363333	25.88356667	24.60683333	26.0735	26.4327	26.2708	25.78913333
Q494G8	27.44543333	28.17163333	26.29286667	28.1687	26.885	27.75953333	27.77536667	27.9088	28.0296
Q4QQ12	24.85063333	25.40253333	25.379	25.42273333	26.1171	25.52436667	25.27426667	24.63033333	24.1843
Q4QQ70	32.91003333	32.81086667	32.11853333	32.13776667	30.85916667	32.63333333	32.57463333	31.84573333	31.12973333
Q4U2G8	29.5536	29.75273333	28.4739	28.81223333	24.93143333	30.07463333	29.36376667	28.38326667	26.09373333
Q4V5A5	25.72666667	25.90363333	25.14806667	25.71643333	25.06233333	25.52313333	25.52993333	25.59823333	26.17353333
Q4V5H1	25.2489	25.37603333	25.48826667	25.51466667	25.37163333	25.27723333	25.2724	25.32946667	25.16276667
Q4V604	26.27086667	26.93263333	25.33206667	26.4835	25.23836667	25.67693333	26.0493	26.31	26.2899
Q4V6F7	25.67476667	25.6119	24.5783	25.40243333	25.30446667	24.7717	24.1353	24.59406667	24.1316
Q4V6X9	24.18076667	24.73226667	24.02063333	25.17366667	23.6175	23.5241	24.0793	24.23806667	25.02376667
Q4Z8K6	24.8698	25.0978	24.6084	24.97386667	25.2656	25.87073333	25.7715	26.0869	25.71843333
Q500Y7	26.78633333	26.49206667	26.51353333	25.51213333	26.06556667	27.01273333	26.61396667	27.06933333	26.51423333
Q59DP9	30.66926667	30.53713333	31.24106667	30.16766667	30.90803333	31.18576667	30.44143333	30.29016667	30.2144
Q59E33	29.88683333	27.63223333	29.68893333	27.95806667	29.67346667	29.63006667	29.2653	29.77233333	28.86683333
Q5BI42	25.14266667	25.1029	24.08546667	25.24006667	24.69226667	25.14406667	24.55453333	23.48566667	24.17403333
Q5BI50	27.8617	28.05643333	28.11686667	28.36816667	27.95676667	28.28536667	28.2417	28.1591	28.25423333
Q5BIC3	28.9263	29.4313	28.8048	29.1823	28.80363333	28.2976	28.68736667	28.77246667	28.9833
Q5EAK6	31.74716667	31.54506667	32.22203333	32.04723333	31.8703	31.34223333	31.3012	31.4231	30.96916667
Q5LJZ2	31.3909	31.22673333	30.72863333	31.17186667	30.7173	31.14973333	31.05873333	31.22016667	31.10066667
Q5U0X8	29.37076667	29.0476	29.45673333	29.465	29.3123	29.33396667	29.2944	29.83166667	30.00146667
Q5U110	27.47526667	27.49603333	26.4074	27.2358	27.1357	27.11156667	26.89963333	26.09966667	25.76746667
Q5U117	23.6819	23.57616667	23.9322	24.5254	23.5609	23.8366	24.42563333	23.85056667	24.11693333
Q5U127	25.63713333	25.56933333	24.21706667	24.90046667	24.30753333	25.3458	25.62566667	25.6492	25.88603333
Q5U191	24.64943333	23.40676667	24.29926667	23.56956667	23.3485	24.57086667	23.77583333	23.7325	24.20306667
Q6AWD5	24.34133333	24.12673333	24.26786667	23.55226667	23.70243333	24.00146667	24.8633	24.447	24.50033333
Q6IDD9	26.25633333	27.0265	27.2069	26.46163333	27.378	27.46546667	28.14716667	27.9086	27.71353333
Q6IDE2	28.48043333	29.1458	27.3058	28.65316667	23.5768	28.84443333	28.63506667	28.8167	28.1898
Q6IDF5	26.56073333	25.62356667	26.30016667	26.1271	26.55546667	26.32763333	26.87613333	26.24796667	26.641
Q6IGE3	25.4185	24.9143	26.04333333	24.6724	23.38506667	26.77643333	26.6119	26.4543	25.40626667
Q6IGW6	24.44453333	24.21176667	24.10793333	23.68626667	24.72036667	24.22326667	24.17996667	24.53766667	24.95733333
Q6NN55	29.37786667	29.5356	29.47493333	29.05056667	28.7275	28.9004	28.97793333	28.32003333	28.4359
Q6NN85	25.5165	25.7555	25.5401	25.29163333	25.28626667	25.51476667	25.7975	25.26406667	24.67146667
Q6NNB2	25.4789	25.212	25.95976667	25.5128	25.48446667	25.46656667	25.1378	25.1372	25.27546667
