T..Majority.protein.IDs	DomA_c_1_mean	DomA_c_2_mean	DomA_c_3_mean	DomB_c_1_mean	DomB_c_2_mean	DomB_c_3_mean	CTRL_c_1_mean	CTRL_c_2_mean	CTRL_c_3_mean
A0A0B4JCZ0	30.0734	28.10453333	30.76833333	29.1963	30.22373333	30.02596667	29.43886667	30.00126667	29.963
A0A0B4JD97	26.56143333	29.04703333	27.66783333	28.51773333	27.79053333	28.54363333	29.0361	28.72006667	28.84283333
A0A0B4JDG4	26.90076667	27.31623333	26.8843	27.35533333	26.86503333	26.89023333	26.06746667	26.48926667	27.08516667
A0A0B4K5Z8	27.833	26.3515	27.51596667	25.59286667	27.02676667	28.25626667	28.23453333	27.5466	25.51273333
A0A0B4K651	26.55866667	26.90196667	26.92103333	26.23966667	24.35506667	27.28713333	26.5249	26.0767	24.6337
A0A0B4K6E6	26.30556667	25.1099	26.1481	25.3272	25.9623	25.75496667	24.4451	25.21623333	24.41666667
A0A0B4K6F9	23.7378	24.42116667	28.7723	23.05136667	24.2822	24.95796667	25.4957	26.397	26.20296667
A0A0B4K6G3	31.4448	32.05893333	29.43053333	36.39803333	35.2159	34.8164	28.6877	28.94996667	28.56236667
A0A0B4K6N4	26.8328	26.4955	26.11033333	26.36903333	26.30166667	26.8461	26.938	26.8006	26.7925
A0A0B4K6S5	23.82953333	23.84026667	24.40333333	23.6215	23.68276667	25.13616667	23.73226667	24.13413333	23.9655
A0A0B4K6W9	25.40253333	26.02093333	25.77853333	26.12686667	25.40753333	26.29603333	26.03053333	26.69336667	26.40933333
A0A0B4K753	26.0448	26.88136667	26.6351	26.29053333	23.6429	28.12246667	26.86706667	26.8319	26.01986667
A0A0B4K765	31.2916	31.32233333	30.7187	31.1049	30.5259	31.08363333	30.85636667	31.08583333	30.82433333
A0A0B4K774	24.5291	25.8092	24.38843333	25.42803333	23.6818	26.20706667	25.86006667	25.3883	23.9954
A0A0B4K7J2	33.1782	32.868	32.85833333	32.922	33.1327	33.21296667	32.86313333	33.13956667	33.04393333
A0A0B4K7J3	28.81423333	28.21383333	28.38823333	27.8623	27.67306667	28.95986667	28.1764	27.6124	26.7738
A0A0B4K7Q6	30.58433333	31.44726667	31.67756667	31.58126667	31.61673333	31.3112	31.94106667	31.14053333	31.4857
A0A0B4K7S6	28.63896667	27.58436667	29.3973	26.79443333	26.812	26.90706667	26.17943333	26.78533333	26.57093333
A0A0B4K7Y4	28.8932	28.44186667	28.4421	28.77283333	28.7656	28.477	27.64026667	27.47336667	28.22323333
A0A0B4K823	32.67483333	31.54333333	31.22093333	31.44176667	28.87286667	32.48576667	31.50763333	30.9455	29.678
A0A0B4K859	30.8463	30.9733	31.0334	31.1436	31.12083333	30.89046667	31.0785	31.1965	31.1671
A0A0B4K897	27.4855	27.59863333	27.6637	27.07863333	27.42233333	27.9634	27.95173333	27.49533333	27.37136667
A0A0B4KEE4	32.00683333	31.8872	31.386	31.93406667	31.57356667	31.69476667	32.03423333	32.08226667	31.86586667
A0A0B4KEE7	30.50066667	31.0615	30.99313333	30.8013	32.0568	32.46456667	32.77073333	32.20746667	31.9817
A0A0B4KEJ7	28.92536667	27.95303333	28.31586667	27.55526667	28.47626667	28.8325	29.23293333	28.48553333	27.65136667
A0A0B4KEN4	27.49446667	26.6866	27.03056667	26.26803333	25.0076	27.61943333	26.83553333	26.61263333	25.59536667
A0A0B4KER0	31.26806667	30.78436667	30.96836667	31.08633333	31.11546667	31.4107	30.88693333	30.90253333	30.52423333
A0A0B4KEW2	25.5138	25.34163333	25.2178	25.13386667	25.4993	25.01606667	25.0726	25.1791	25.22626667
A0A0B4KF06	27.58973333	26.90866667	27.0197	26.52466667	26.22356667	27.961	27.26246667	26.96636667	26.03403333
A0A0B4KF19	23.91426667	23.84363333	25.12753333	24.9279	25.1751	24.8774	24.44343333	24.1178	23.9234
A0A0B4KF25	30.9941	31.45563333	30.22676667	31.1665	29.8482	30.48166667	30.5834	30.73563333	30.80453333
A0A0B4KF65	24.013	23.85046667	24.8335	23.96713333	25.4115	24.9624	25.31536667	25.6539	25.60263333
A0A0B4KF69	25.4503	25.51713333	26.55346667	24.5101	25.78103333	26.09436667	26.102	26.26383333	26.40963333
A0A0B4KF86	26.95593333	26.57606667	26.9554	26.49736667	26.2988	26.86426667	26.6887	26.85193333	25.90703333
A0A0B4KFA6	28.30463333	28.21913333	27.8731	28.00616667	27.91376667	28.5511	28.1258	28.05806667	28.03673333
A0A0B4KFC0	25.53913333	25.8584	25.38853333	25.50483333	25.39336667	25.93236667	25.78803333	25.8107	25.94156667
A0A0B4KFD1	30.78473333	30.34416667	30.1908	30.1907	30.6198	30.45623333	29.83293333	27.90683333	25.94876667
A0A0B4KFE4	31.32106667	31.06316667	31.0135	30.75756667	30.62096667	31.15856667	30.73323333	30.7971	30.86476667
A0A0B4KFL3	23.85203333	25.36183333	24.99523333	25.64703333	25.2567	25.463	25.0732	24.76396667	24.83793333
A0A0B4KFP2	34.968	35.55863333	35.51633333	30.24	29.82946667	29.43086667	29.6726	29.6316	29.7839
A0A0B4KFP5	27.6627	28.05343333	27.72423333	27.53716667	27.63896667	28.33943333	28.0202	27.9385	27.67553333
A0A0B4KFR5	26.07883333	26.12853333	25.858	25.59856667	26.66973333	26.2001	26.2788	26.24306667	26.02183333
A0A0B4KFT9	33.81136667	33.81933333	33.82726667	33.83446667	34.56873333	32.9749	33.55203333	34.13743333	33.84906667
A0A0B4KFV4	26.20146667	26.93183333	25.90843333	26.70663333	25.98876667	26.3647	26.62653333	26.67346667	26.92353333
A0A0B4KG11	26.62043333	26.19656667	24.1927	25.91983333	26.01506667	26.7518	26.10796667	25.6758	25.67016667
A0A0B4KG59	28.84233333	28.8216	27.62906667	28.45333333	25.71246667	29.12613333	28.3755	27.7637	26.5598
A0A0B4KG66	24.5689	25.68703333	24.32646667	25.16696667	24.30756667	25.3615	24.5355	25.20283333	24.7906
A0A0B4KG69	26.96183333	26.831	27.25106667	26.2933	27.11353333	25.71436667	26.10233333	26.45773333	26.21616667
A0A0B4KG70	27.10173333	27.3906	26.9613	27.09426667	26.81736667	27.33233333	27.3457	27.2942	27.31136667
A0A0B4KG96	28.04043333	28.1574	28.30416667	28.32863333	28.34703333	28.6786	27.9404	28.15053333	27.998
A0A0B4KGD0	31.71633333	33.62633333	32.48226667	33.01976667	32.71973333	31.8362	32.84043333	32.59166667	32.69393333
A0A0B4KGE5	28.38886667	29.02273333	27.7506	28.6237	27.59566667	28.2932	28.3824	28.83666667	28.66556667
A0A0B4KGM5	24.8693	25.42743333	24.26296667	25.27943333	24.57466667	24.48706667	25.18986667	25.1542	25.3396
A0A0B4KGP8;Q24208	31.61676667	32.06386667	32.29123333	32.48843333	32.37023333	32.29226667	32.41393333	32.02106667	32.25036667
A0A0B4KGS4	25.26533333	25.18716667	25.26673333	24.56416667	24.85313333	25.60836667	24.9631	24.9665	24.66473333
A0A0B4KGY6	25.1747	26.04056667	25.73506667	25.12943333	26.00243333	26.2064	26.23866667	26.52986667	26.47723333
A0A0B4KGZ0	24.31123333	24.4019	23.51426667	23.77456667	24.0664	23.94656667	24.6729	25.0073	24.3208
A0A0B4KH14	27.0457	26.57173333	26.3948	26.26526667	24.5443	27.3583	27.23696667	25.86646667	24.2155
A0A0B4KH28	25.02316667	25.0002	24.94386667	23.8995	23.80143333	24.63133333	24.81786667	23.9483	24.26216667
A0A0B4KH86	28.43583333	28.25826667	28.25873333	27.49803333	27.2286	28.89646667	28.264	27.31053333	25.65256667
A0A0B4KHI4	28.8193	27.61253333	29.16526667	28.08353333	28.8384	28.55236667	28.7561	29.07396667	29.33136667
A0A0B4KHK0	25.09296667	26.158	29.41283333	26.2572	29.4754	25.57066667	27.93523333	26.50493333	29.89073333
A0A0B4KHK8	24.42693333	24.17076667	24.03083333	23.94793333	24.02816667	23.72916667	24.26116667	24.22403333	23.83586667
A0A0B4KHL4	31.15666667	31.08583333	31.26956667	31.0026	30.7299	31.63596667	31.12016667	30.99596667	30.7231
A0A0B4KHZ9	26.85103333	27.45173333	25.68246667	26.9703	25.1161	26.56933333	26.86213333	26.74796667	26.85636667
A0A0B4KI27	24.10056667	23.94736667	24.4205	23.63073333	23.8475	25.11576667	23.94436667	25.4628	24.00753333
A0A0B4KI34	33.52213333	33.9322	34.354	33.9977	35.27226667	35.31073333	35.82856667	35.07703333	34.67533333
A0A0B4LEZ3	24.44053333	24.71723333	24.95903333	24.54826667	25.50903333	24.613	24.42793333	24.63173333	25.54063333
A0A0B4LF16	27.1396	26.73706667	26.54806667	26.29573333	25.06206667	27.08376667	26.69833333	26.2449	24.73356667
A0A0B4LGD3	27.47316667	26.53336667	27.11386667	25.8857	25.38303333	27.23066667	26.93676667	26.57016667	25.46186667
A0A0B4LGJ9	25.4307	25.6173	23.54323333	25.3731	24.5471	26.42266667	26.41073333	26.83903333	25.87676667
A0A0B4LGM5	28.27003333	28.57623333	28.4981	28.27046667	28.45933333	27.49646667	27.89933333	27.94306667	28.1004
A0A0B4LHC9	25.19413333	24.08263333	24.8287	25.02986667	24.86816667	25.9236	25.2986	25.64266667	25.43853333
A0A0B4LHE8	23.70163333	25.1602	23.99306667	24.73433333	23.2921	23.85976667	25.0162	24.66946667	24.0253
A0A0B4LHU7	30.9142	31.2009	29.9592	31.00533333	29.74726667	30.38723333	30.4824	30.50816667	30.613
A0A0B4LID7	26.20603333	26.79476667	27.35166667	26.85873333	27.7602	27.16183333	26.40053333	27.18516667	27.4897
A0A0B7P9G0	29.95353333	30.02353333	30.62743333	29.77853333	30.79336667	30.50293333	29.90906667	29.80323333	29.90046667
A0A0C4DHC8	27.76213333	26.6655	28.58343333	27.4374	27.12266667	28.25336667	27.84773333	27.97753333	28.0273
A0A0C4DHF6	29.97723333	28.7711	29.4088	28.59356667	25.5587	30.3414	29.2273	28.33493333	25.97473333
A0A0C4FEI8	24.88413333	24.05426667	23.40456667	25.87653333	23.71993333	26.10946667	23.7293	24.58006667	23.87646667
A0A0S0WNE9	25.78696667	25.91956667	25.49696667	26.25416667	25.78403333	25.69203333	25.42273333	25.88503333	25.84393333
A0A126GUW5	25.79	26.34443333	24.29823333	26.44113333	25.819	25.64106667	26.46763333	26.68953333	27.10416667
A0A140SRF8	28.965	28.74913333	29.19186667	28.40553333	28.95223333	28.52933333	28.5536	28.96113333	28.83046667
A0A1L4AAD6	29.628	29.30633333	29.9293	29.3944	29.60316667	28.7009	29.15286667	28.6048	28.86036667
A0A1Z1CH00	28.67023333	28.84243333	27.56556667	28.43203333	28.045	28.38986667	28.82126667	28.8569	28.61446667
A0A2U8U1P3	27.553	27.3532	27.2787	27.28213333	26.83446667	27.492	26.88496667	28.3657	27.4666
A0A384ZD34	25.63603333	25.5475	26.2281	25.99093333	25.98383333	25.9962	25.91756667	25.94386667	25.86223333
A1A708	27.80463333	27.06916667	27.8923	27.26546667	27.14706667	28.067	27.94083333	27.90616667	27.62326667
A1A714	26.02706667	24.2407	26.25323333	25.84546667	24.42583333	26.47016667	26.35793333	26.36016667	24.87143333
A1YK02	30.05483333	30.02063333	30.26866667	30.0294	29.88763333	30.35393333	30.1787	30.6672	30.46096667
A1Z6E8	27.3518	27.345	26.5776	27.09663333	26.6671	27.26596667	26.01413333	27.5381	27.1723
A1Z6H7	32.34106667	30.99733333	31.87603333	31.1423	32.3267	32.50156667	32.4011	31.7187	30.90843333
A1Z6I7	25.908	26.44116667	25.61586667	25.78356667	25.8562	25.84746667	26.28363333	26.1104	26.03333333
A1Z6J2	26.97143333	26.64643333	26.32446667	26.6345	26.7235	26.52543333	26.76596667	26.80933333	26.48193333
A1Z6L9	26.61723333	25.82243333	26.5659	26.1758	26.99976667	27.30673333	26.70356667	27.9614	27.8794
A1Z6M0	30.7965	31.43486667	30.25183333	31.31363333	30.34513333	30.48166667	30.86826667	30.65053333	30.82803333
A1Z6P3	30.93476667	30.94943333	29.4276	30.4721	29.35983333	30.75083333	30.17393333	30.3861	30.0075
A1Z6R4	24.1894	23.51676667	24.05323333	23.9057	23.26483333	23.8092	24.14676667	23.60826667	24.0146
A1Z6Z8	31.9658	31.91773333	32.81273333	31.41283333	33.1606	32.02993333	31.95586667	31.7768	32.27373333
A1Z705	27.57983333	27.26703333	27.8062	27.67733333	28.0558	27.5814	27.06116667	27.80136667	27.80003333
A1Z713	28.18186667	27.40923333	28.19063333	26.95946667	27.99616667	28.3222	27.5609	27.5041	26.96923333
A1Z729	31.2389	30.58106667	31.26056667	31.01876667	31.19643333	31.00163333	30.6205	31.4783	31.4712
A1Z784	30.96586667	31.79106667	31.42643333	31.77086667	32.00533333	31.83526667	31.45046667	31.3246	31.4494
A1Z7A5	24.46536667	24.1617	23.94623333	24.29503333	23.63376667	24.01903333	24.28146667	24.38953333	25.14033333
A1Z7A8	27.05046667	26.71263333	27.05596667	26.49523333	27.1133	27.48353333	26.70856667	27.94123333	27.3638
A1Z7B8	25.40396667	25.48736667	26.2719	23.40033333	24.69423333	26.56203333	25.18396667	25.25416667	24.717
A1Z7K2	28.91143333	28.7426	29.1487	28.79423333	28.83266667	28.93023333	29.11983333	29.2339	29.4876
A1Z7K8	26.76183333	29.21196667	27.6953	29.25813333	28.78536667	29.3293	29.35513333	29.53646667	29.6937
A1Z7L1	24.1443	23.4083	24.17133333	24.3105	24.42373333	23.79826667	24.08826667	24.08206667	24.468
A1Z7L8	28.46973333	27.9373	28.1059	27.6092	27.43566667	28.75723333	28.20993333	27.91313333	27.37526667
A1Z7P5	26.7293	26.36573333	26.70503333	26.3524	26.30443333	26.51643333	27.07316667	27.1687	26.7899
A1Z7Q5	24.3012	24.60316667	23.50476667	23.77856667	23.00853333	24.42606667	24.07733333	23.82916667	24.1672
A1Z7Q8	24.53136667	26.78223333	26.58433333	26.2779	27.2768	25.76763333	26.30153333	26.42036667	26.20826667
A1Z7R6	25.6566	24.98893333	27.41143333	25.33046667	26.00593333	27.12083333	25.89313333	27.4698	26.8136
A1Z7S0	30.7739	30.6611	31.29446667	30.2723	31.4994	30.48026667	30.66313333	30.58866667	30.65946667
A1Z7S4	26.8086	26.36746667	26.78696667	26.26866667	26.55443333	26.5375	26.27046667	26.75793333	26.83753333
A1Z7X7	27.31816667	27.65563333	30.878	28.2098	30.77883333	27.18893333	29.4362	28.96736667	31.44953333
A1Z803	26.9014	26.37573333	26.80996667	26.4913	26.88646667	27.22923333	26.781	27.19256667	27.3483
A1Z814	24.3924	24.01913333	23.81203333	23.52986667	23.4054	23.55823333	23.6497	26.0771	26.09953333
A1Z830	30.03753333	29.8979	29.8248	30.03763333	29.51133333	29.60706667	29.79433333	30.2169	30.69646667
A1Z838	24.27276667	24.78326667	23.9955	24.47903333	23.5203	25.10966667	24.19393333	25.70843333	24.128
A1Z840	27.8793	28.23146667	28.45416667	28.22066667	28.49256667	27.94923333	27.97716667	28.26946667	28.40776667
A1Z843	30.89386667	30.69056667	30.76856667	30.6719	31.06016667	30.91546667	30.48306667	30.48533333	30.5534
Q7JX87;A1Z892;A1Z893	27.60606667	28.25686667	27.81986667	27.69923333	26.5211	28.00046667	27.13386667	27.2311	26.4677
A1Z898	28.08146667	26.57013333	27.44866667	26.78366667	27.30353333	27.86526667	27.09576667	27.63866667	27.3687
A1Z8A6	26.6148	26.71913333	26.0499	26.36546667	26.19063333	26.67613333	26.5184	26.91206667	26.84776667
A1Z8D0	24.49496667	24.1478	25.16763333	25.45306667	23.98886667	24.60096667	24.61056667	24.5841	23.8345
A1Z8D5	27.68866667	27.97683333	26.54043333	27.9055	26.6892	27.2577	27.34603333	27.76833333	27.4953
A1Z8J0	25.00526667	26.17826667	25.3346	26.20883333	24.6691	26.27323333	26.02813333	26.36833333	26.33943333
A1Z8K2	29.8682	31.1632	29.3347	30.76913333	29.7146	29.79613333	29.61443333	29.93273333	29.8567
A1Z8N1	25.65756667	25.54266667	26.53223333	25.3603	24.7521	25.851	25.41146667	25.49523333	25.01463333
A1Z8P9	31.85283333	31.9285	31.352	31.53753333	31.35623333	31.6595	31.69686667	32.02166667	31.71266667
A1Z8R2	28.3857	28.133	27.79333333	28.06993333	27.66973333	28.2469	28.0521	28.29553333	28.0353
A1Z8S6	33.39536667	33.5382	33.0664	33.6455	33.3544	32.48813333	33.19243333	32.97523333	32.66563333
A1Z8U0	30.6462	30.8663	30.52363333	30.82333333	30.59576667	30.6485	30.9778	30.85073333	30.80596667
A1Z909	29.3966	28.62986667	30.3467	28.8623	29.45313333	29.70546667	29.37713333	30.13273333	30.3234
A1Z916;A1Z913	25.07823333	24.93206667	25.17166667	23.90593333	23.53063333	24.32943333	24.85513333	24.5124	24.67086667
A1Z917	34.53533333	34.76586667	34.5812	35.02026667	34.24106667	33.80473333	33.97823333	33.80443333	34.4301
A1Z920	31.32933333	31.0947	29.69236667	30.7842	28.85216667	31.3734	30.446	30.51796667	29.80523333
A1Z934	26.81046667	27.101	26.99653333	27.10246667	26.65423333	27.5811	27.32883333	28.05063333	28.29716667
A1Z935	25.61076667	25.52643333	26.27516667	25.32623333	25.88956667	25.72316667	25.12606667	25.94083333	25.65203333
A1Z968	31.27836667	32.45913333	31.78016667	32.164	32.2621	31.53403333	31.87766667	32.14016667	32.01206667
A1Z971	25.68286667	25.30476667	24.8436	25.01886667	23.56883333	25.87953333	25.60903333	24.94666667	24.0067
A1Z987	27.49523333	28.04863333	27.72573333	28.1107	27.7342	27.6963	27.5226	27.4765	27.70873333
A1Z9A8	28.61923333	28.56506667	29.17626667	28.56186667	28.9039	28.98026667	28.91703333	29.29806667	29.25206667
A1Z9E2	30.24623333	30.4842	29.85106667	30.24476667	29.78626667	30.1249	30.0189	30.01	29.91873333
A1Z9E3	28.69823333	29.41146667	29.2929	29.76776667	29.8264	29.0621	29.46156667	29.3741	30.39683333
A1Z9G2	28.50246667	29.50566667	28.89133333	29.31816667	28.84093333	28.727	29.1105	28.80766667	28.97763333
A1Z9I5	30.89606667	31.35743333	29.97846667	31.1382	30.47766667	30.47786667	31.07336667	30.98056667	31.0734
A1Z9J3	32.3556	32.7876	31.44866667	31.68416667	32.212	31.41976667	31.3507	31.04133333	30.9139
A1Z9K0	30.2786	30.08296667	30.67446667	29.95813333	30.04516667	29.83873333	30.09823333	30.5279	30.68173333
A1Z9K4	25.8502	26.2406	26.66073333	25.60723333	26.00546667	25.98226667	25.44813333	25.83963333	25.8264
A1Z9K8	30.04023333	32.21196667	31.08226667	32.08123333	32.09026667	31.9808	31.6967	31.10913333	31.26716667
A1Z9L3	30.82093333	30.84046667	30.83993333	31.2655	30.83323333	30.4625	31.1256	31.04773333	31.1103
A1Z9L5	25.49716667	24.94586667	25.94146667	25.7645	25.55986667	25.7297	25.7015	26.09496667	26.1023
A1Z9M0	24.33526667	25.62506667	25.556	25.50563333	26.0027	24.60683333	24.3695	25.25536667	25.15216667
A1Z9M5	25.5945	24.70213333	24.04243333	24.57126667	23.47673333	24.18776667	24.4325	24.36583333	23.898
A1Z9N0	29.12016667	29.7123	29.68256667	29.70576667	29.95863333	30.1025	29.6441	29.92373333	29.7686
A1Z9S6	31.73286667	32.0831	30.09353333	31.79706667	30.33793333	31.31916667	31.48046667	31.6236	31.51076667
A1Z9S8	28.11726667	27.68893333	28.05406667	28.04353333	27.9779	27.71016667	27.8451	27.9626	28.1509
A1Z9W2	27.8469	27.7664	28.2529	27.57873333	27.99153333	27.94556667	28.10966667	28.57073333	28.6001
A1ZA22	26.9281	26.5727	27.25586667	26.7206	27.15006667	27.34786667	27.35336667	27.0795	27.26773333
A1ZA45	28.89496667	28.08323333	27.3867	28.49693333	27.08063333	29.13806667	28.26523333	26.7663	25.1776
A1ZA47	27.44263333	28.48616667	27.68893333	28.00146667	26.58	28.52833333	28.19486667	28.11176667	27.82886667
A1ZA77	25.97636667	26.11473333	26.168	25.80413333	25.99253333	25.8084	25.59116667	25.903	25.41413333
A1ZA83	25.00003333	24.55083333	23.49833333	24.20516667	25.39066667	26.1953	23.2415	25.7498	25.49766667
A1ZA92	31.85406667	31.75906667	32.03763333	31.7537	31.99166667	31.6935	31.77216667	32.35496667	32.40273333
A1ZAA5	26.24106667	25.1688	26.73523333	25.31903333	25.43716667	26.31256667	25.68193333	25.80096667	25.74983333
A1ZAB1	29.0261	28.72466667	27.83373333	28.63896667	25.80193333	28.98493333	28.30013333	28.04963333	27.2073
A1ZAB5	29.14286667	29.53526667	29.67153333	29.3703	29.7405	29.95856667	30.26186667	29.85986667	29.97513333
A1ZAC4	24.0667	23.27306667	23.97806667	23.35593333	23.9029	23.833	23.74283333	23.88276667	24.3802
A1ZAG1	26.01396667	24.7112	23.88076667	24.97516667	23.22456667	25.4735	24.1448	24.32443333	23.59793333
A1ZAJ2	25.6363	24.43743333	23.29916667	25.10416667	26.20013333	23.76703333	24.04326667	23.8423	24.5521
A1ZAK1	26.13466667	26.06223333	26.3328	26.42713333	26.21956667	26.1622	25.82786667	25.7182	26.2042
A1ZAK8	25.38786667	26.20163333	25.4868	26.02583333	26.3105	26.31476667	26.87473333	26.62643333	26.00833333
A1ZAN6	27.64583333	28.36336667	28.04026667	28.41483333	28.4007	28.47973333	27.97186667	28.1158	28.18376667
A1ZAP8	25.76116667	23.53113333	24.1631	24.7945	24.6567	24.14206667	23.9175	24.39386667	24.30026667
A1ZAU6	26.02733333	26.9879	23.94006667	25.9178	26.58016667	26.10603333	27.58563333	23.94383333	24.0751
A1ZAU8	31.4123	31.4967	31.69543333	31.27843333	31.80893333	31.8803	32.17326667	31.508	31.3563
A1ZAV3	30.16236667	30.60893333	30.0966	30.50136667	30.188	30.33943333	29.8327	30.11346667	30.1155
A1ZAW0	30.55266667	30.08103333	30.209	30.16186667	29.93023333	29.99206667	30.37763333	30.0012	30.17956667
A1ZAX1	30.05163333	30.3658	30.82743333	30.30243333	31.67833333	31.2507	31.23696667	31.68606667	31.57703333
A1ZB84	23.926	23.24766667	23.66383333	25.29706667	24.47943333	25.55263333	24.63993333	25.84406667	25.3588
A1ZBC5	23.8588	23.17476667	23.78723333	23.97743333	23.9901	24.52323333	24.06553333	23.94196667	23.97976667
A1ZBD6	23.58646667	23.73073333	23.92936667	23.3826	23.61596667	24.1712	24.0318	24.16943333	23.81363333
A1ZBE8	25.31473333	25.5188	25.42503333	25.21003333	25.289	25.3157	25.27323333	25.2184	24.89833333
A1ZBE9	29.44786667	31.41986667	30.82816667	31.60613333	31.7994	31.33933333	31.39866667	31.17833333	31.54143333
A1ZBH3	25.322	24.87753333	25.48683333	24.88586667	25.02823333	25.45933333	25.1993	25.38786667	25.4448
A1ZBH7	24.29206667	24.72113333	24.88993333	24.2625	24.84623333	24.88803333	24.80533333	24.8067	24.6209
A1ZBL2	23.33323333	23.68206667	24.10913333	23.96213333	23.84326667	23.73133333	24.29653333	24.79376667	25.85756667
A1ZBL9	28.9342	28.9318	28.9108	28.99206667	28.60143333	28.7219	28.1994	28.28633333	28.5258
A1ZBM2	26.08423333	25.3768	25.26743333	24.76366667	24.0625	26.4295	25.7358	24.90113333	24.14813333
A1ZBR2	25.7659	24.59593333	23.6595	23.58893333	23.3288	24.105	24.85496667	23.4004	24.1923
A1ZBT5	26.83553333	27.13503333	25.9828	26.7703	26.29563333	26.34216667	26.6066	26.88156667	26.87576667
A1ZBW0	26.4646	26.4352	27.25786667	26.68943333	27.31523333	26.81693333	27.05963333	26.9813	26.9075
A1ZBW6	28.01643333	27.89963333	27.9174	27.83703333	27.5282	27.8981	28.46343333	28.69843333	28.79563333
A2VEI2	24.74413333	24.54773333	23.8442	24.67223333	25.849	24.95613333	24.3238	24.0086	23.9238
A4UZL3	25.63513333	26.35756667	25.7925	25.64686667	25.8752	26.19243333	26.82963333	26.87946667	26.33086667
A6MHQ4	27.8316	28.45923333	27.1535	27.91163333	23.74163333	28.3152	27.76766667	27.281	27.03416667
A8DY97	27.9233	28.50196667	28.6402	28.21516667	28.35803333	28.5386	27.95546667	26.79506667	26.76363333
A8DYA3	27.56853333	28.0481	27.57923333	27.78026667	27.73636667	27.65113333	27.6018	27.8201	27.78783333
A8DYB0	31.53923333	31.93526667	32.2176	32.05	31.95243333	30.96183333	32.16096667	32.01193333	31.97973333
A8DYD1	29.27526667	29.2932	28.57533333	29.1188	27.95713333	29.16143333	29.0961	29.00583333	28.81766667
A8DYF7	26.49316667	25.29433333	26.82496667	26.29846667	26.9356	26.65576667	26.5594	26.3607	26.4756
A8DYH1	25.63006667	25.75666667	25.70426667	25.73686667	25.47656667	25.67263333	25.97216667	26.27703333	26.32136667
A8DYH2	24.1285	24.29166667	24.33436667	24.60696667	23.43686667	24.4976	24.77206667	24.81796667	24.54076667
A8DYI6	33.51063333	33.02196667	33.09166667	33.24896667	33.59683333	33.19553333	33.09956667	33.04133333	32.89586667
A8DYK5	26.49523333	26.13863333	26.2224	26.43	26.5218	26.7396	26.40973333	26.53453333	25.93356667
A8DYL3	24.2151	25.084	23.97283333	23.49123333	23.78886667	24.86986667	24.44016667	24.4053	24.40113333
A8DYV5	27.5695	28.24826667	26.07826667	27.93453333	25.36883333	26.91793333	27.30936667	26.84223333	27.00083333
A8DZ26	28.4209	28.64656667	28.4157	28.4266	28.3748	28.74306667	28.6199	28.87983333	28.87256667
A8DZ29	32.23133333	32.8786	32.96476667	32.84923333	32.87016667	32.8376	32.5998	32.72473333	32.79536667
A8JNI2	31.37463333	31.7673	30.78413333	31.41583333	31.31086667	31.44276667	32.01706667	31.87993333	31.79023333
A8JNJ6	31.56	31.67973333	33.48513333	31.63643333	33.22623333	32.4795	32.28603333	31.71316667	31.94043333
A8JNK1	30.7685	30.71986667	30.60513333	30.469	30.4306	30.51953333	30.28223333	30.09093333	30.1049
A8JNU6	29.3021	29.07036667	29.48846667	28.98066667	29.71846667	29.76823333	30.08763333	30.26243333	30.2204
A8JQT5	27.49786667	27.48456667	27.95853333	26.84563333	26.68716667	26.90793333	27.25616667	26.90846667	27.3328
A8JQW3	32.23273333	32.42813333	32.33316667	32.25983333	32.34036667	31.73993333	32.42483333	32.31096667	32.29706667
A8JQY2	28.4235	28.2986	27.37223333	27.87133333	26.78383333	28.49173333	28.0478	27.959	27.41393333
A8JQY9	25.48026667	25.7754	25.55536667	26.15796667	25.41083333	25.70016667	25.21403333	25.16143333	24.8698
A8JR46	24.90943333	26.04266667	25.34013333	25.48353333	26.42726667	25.37233333	25.44576667	25.646	25.59353333
A8JRE3	31.0883	30.83476667	30.87513333	30.935	30.8875	31.164	30.7822	30.9	30.43896667
A8JUV0	24.4549	24.07356667	24.11963333	24.361	25.6315	24.91596667	24.8756	25.0221	24.57773333
A8JUV7	30.0126	29.76016667	28.0911	29.4464	23.0798	29.96773333	29.7277	29.03053333	27.42476667
A8JUY3	23.9699	23.94276667	23.8498	23.9714	23.22153333	23.65596667	24.3832	28.3543	26.6695
A8JV07	24.5646	24.0741	24.5372	24.49553333	24.84346667	24.54913333	25.08796667	25.10376667	25.0993
A8JV11	23.86766667	23.9642	23.66323333	23.7109	23.38276667	24.1027	24.8632	26.72526667	27.15166667
A8Y535	24.91493333	25.73653333	24.9886	24.58716667	23.7308	23.81103333	25.93013333	24.27493333	24.2209
B7YZL3	25.9839	25.6317	26.10566667	25.69046667	25.9412	25.6557	25.89336667	26.24766667	26.39196667
B7YZW3	30.5551	29.93006667	30.15126667	29.71313333	30.1313	30.48576667	30.04356667	30.6135	30.58293333
B7YZX6	28.8831	28.38086667	28.42363333	28.6695	28.60896667	28.84006667	27.91736667	28.2438	28.08753333
B7Z001	29.9009	30.0384	29.911	29.4678	29.86283333	30.40536667	30.05106667	29.45453333	29.08983333
B7Z002	31.20516667	30.8068	31.12656667	30.78453333	31.07166667	31.1	30.78223333	30.86016667	30.71703333
